participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.nielsenIIIb,session.nielsenII,session.nielsenVII,session.nielsenIV,session.nielsenVVI,session.nielsenI,session.nielsenIIIa,follow_up.1.player.id_in_group,follow_up.1.player.role,follow_up.1.player.payoff,follow_up.1.player.id_cint,follow_up.1.player.treat,follow_up.1.player.age,follow_up.1.player.gender,follow_up.1.player.region,follow_up.1.player.quota_full,follow_up.1.player.policy_intervention,follow_up.1.player.universal_income,follow_up.1.player.tax_credits_innovation,follow_up.1.player.stronger_regulations_ai,follow_up.1.player.education_policies_training,follow_up.1.player.breaking_up_tech_monopolies,follow_up.1.player.lower_taxes_on_labor,follow_up.1.player.higher_taxes_on_capital,follow_up.1.player.minimum_wage_policy,follow_up.1.player.unemployment_benefits,follow_up.1.player.ai_what_is,follow_up.1.player.news_articles_read,follow_up.1.player.search_candidate_policies,follow_up.1.player.search_tvnews,follow_up.1.player.search_google,follow_up.1.player.search_radio,follow_up.1.player.search_blogs,follow_up.1.player.search_podcasts,follow_up.1.player.search_newspapers,follow_up.1.player.search_facebook,follow_up.1.player.search_twitter,follow_up.1.player.search_instagram,follow_up.1.player.search_tiktok,follow_up.1.player.search_other_social,follow_up.1.player.search_verbal,follow_up.1.player.search_websites,follow_up.1.player.search_speech,follow_up.1.player.policy_priority,follow_up.1.player.active,follow_up.1.player.active_community,follow_up.1.player.active_neighborhood,follow_up.1.player.active_work,follow_up.1.player.active_friends,follow_up.1.player.active_family,follow_up.1.player.active_social_media,follow_up.1.player.candidate_voted,follow_up.1.player.party_for_ai,follow_up.1.player.party_for_workers,follow_up.1.player.job_loss_chance,follow_up.1.player.answer1,follow_up.1.player.answer2,follow_up.1.player.answer3,follow_up.1.player.answer4,follow_up.1.player.answer5,follow_up.1.player.answer6,follow_up.1.player.answer7,follow_up.1.player.answer8,follow_up.1.player.selected_most_common_petition,follow_up.1.player.beliefs_optimistic,follow_up.1.player.beliefs_pessimistic,follow_up.1.player.beliefs_balanced,follow_up.1.player.button_optimistic,follow_up.1.player.button_pessimistic,follow_up.1.player.button_neutral,follow_up.1.player.happiness,follow_up.1.player.anger,follow_up.1.player.fear,follow_up.1.player.political_corr,follow_up.1.player.tvnews,follow_up.1.player.google,follow_up.1.player.radio,follow_up.1.player.blogs,follow_up.1.player.podcasts,follow_up.1.player.newspapers,follow_up.1.player.facebook,follow_up.1.player.twitter,follow_up.1.player.instagram,follow_up.1.player.tiktok,follow_up.1.player.other_social,follow_up.1.player.verbal,follow_up.1.player.daily_news_time,follow_up.1.player.main_media_outlet,follow_up.1.group.id_in_subsession,follow_up.1.subsession.round_number
515,emg3qnfl,67633e7c-d933-0fd5-d2e3-340209e400f0,0,14,14,follow_up,Completion,2024-12-18 21:28:49.898337,1,,,0.0,70,weiblich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,515,,0.0,67633e7c-d933-0fd5-d2e3-340209e400f0,pessimistic,70,weiblich,Nordrhein-Westfalen,0,Ja,1,0,1,0,0,0,1,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Yes, I will become more active on these topics in the near future",0,1,0,1,0,0,Andere Partei,CDU/CSU,Bündnis Sahra Wagenknecht,83,0,0,0,0,0,0,0,1,balanced,30,50,20,0,0,0,7,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,120,Internet ,1,1
516,n9zu99kp,67634837-a194-2a09-65cf-d3717f044106,0,14,14,follow_up,Completion,2024-12-18 22:10:12.742406,1,,,0.0,30,männlich,Baden-Württemberg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,516,,0.0,67634837-a194-2a09-65cf-d3717f044106,neutral,30,männlich,Baden-Württemberg,0,No,0,0,0,0,0,1,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, zwischen 2 und 5 Artikel/Beiträge",Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,"Yes, I have become more active on these topics",0,0,0,0,0,1,AfD,AfD,AfD,100,0,0,1,0,0,1,1,0,optimistic,50,0,50,0,0,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,20,x,1,1
517,zvlch2gt,676354ff-ceee-e880-2f55-8ca81f90e56e,0,14,14,follow_up,Completion,2024-12-18 23:04:37.092613,1,,,0.0,26,weiblich,Hessen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,517,,0.0,676354ff-ceee-e880-2f55-8ca81f90e56e,optimistic,26,weiblich,Hessen,0,Ja,1,1,0,0,1,1,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, zwischen 2 und 5 Artikel/Beiträge","Yes, but only of one candidate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,"Yes, I have become more active on these topics",0,1,0,0,1,0,Bündnis Sahra Wagenknecht,Bündnis Sahra Wagenknecht,Bündnis Sahra Wagenknecht,0,0,0,0,1,0,0,0,0,,15,25,60,1,1,1,3,4,2,4,1,0,0,1,0,0,1,0,1,1,0,1,60,Instagram ,1,1
518,l9ha0we3,67635b06-f566-78ee-dbee-1e42d93955ac,0,14,14,follow_up,Completion,2024-12-18 23:30:21.904518,1,,,0.0,46,männlich,Saarland,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,518,,0.0,67635b06-f566-78ee-dbee-1e42d93955ac,pessimistic,46,männlich,Saarland,0,Ja,0,1,1,0,1,1,1,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, 1 Artikel/Beitrag","Yes, but only of one candidate",1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,"Yes, I will become more active on these topics in the near future",0,1,1,1,1,1,CDU/CSU,FDP,Die Grünen,0,1,1,0,0,1,0,1,0,balanced,20,20,60,0,0,0,5,1,2,6,1,1,1,0,0,0,0,0,1,0,0,1,45,TV,1,1
519,dvqptw57,67636351-9eb7-e0d9-57ea-582be73fb39c,0,14,14,follow_up,Completion,2024-12-19 00:05:44.219229,1,,,0.0,52,männlich,Hessen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,519,,0.0,67636351-9eb7-e0d9-57ea-582be73fb39c,neutral,52,männlich,Hessen,0,No,1,1,0,1,0,1,1,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, zwischen 2 und 5 Artikel/Beiträge",Yes,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,"Yes, I have become more active on these topics",0,1,0,1,1,0,Bündnis Sahra Wagenknecht,CDU/CSU,Bündnis Sahra Wagenknecht,22,1,0,0,0,0,1,1,0,optimistic,20,50,30,0,0,0,5,2,3,4,1,0,1,0,0,1,0,0,0,0,0,1,30,Deutschland Radio ,1,1
520,90v8z6ri,676363da-d6ac-cef0-5818-c0c7013e3454,0,14,14,follow_up,Completion,2024-12-19 00:08:02.667375,1,,,0.0,68,männlich,Thüringen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,520,,0.0,676363da-d6ac-cef0-5818-c0c7013e3454,optimistic,68,männlich,Thüringen,0,Ja,1,0,1,0,0,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Linke,CDU/CSU,Bündnis Sahra Wagenknecht,5,0,0,0,0,0,0,1,0,balanced,50,20,30,0,0,0,1,4,1,4,1,0,1,0,0,1,0,0,0,0,0,0,20,T-online,1,1
521,qrg6a612,676396f9-0b7c-61b8-6238-7870e8031785,0,14,14,follow_up,Completion,2024-12-19 03:46:12.583102,1,,,0.0,60,männlich,Hessen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,521,,0.0,676396f9-0b7c-61b8-6238-7870e8031785,pessimistic,60,männlich,Hessen,0,Ja,0,1,0,1,0,0,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,FDP,CDU/CSU,0,0,0,0,0,0,0,0,1,pessimistic,10,75,15,0,0,0,5,1,1,5,1,0,1,0,0,1,0,0,0,0,0,1,60,Fernsehnachrichten,1,1
522,jh2jm1qh,6763a858-9aeb-2fb9-c65c-06785987840f,0,14,14,follow_up,Completion,2024-12-19 05:00:14.054908,1,,,0.0,53,weiblich,Nordrhein-Westfalen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,522,,0.0,6763a858-9aeb-2fb9-c65c-06785987840f,neutral,53,weiblich,Nordrhein-Westfalen,0,No,0,0,0,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, mehr als 10 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No, I will not become more active on these topics",0,0,0,0,0,0,Bündnis Sahra Wagenknecht,Bündnis Sahra Wagenknecht,Bündnis Sahra Wagenknecht,51,0,0,0,0,1,0,0,0,optimistic,25,25,50,0,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,Facebook ,1,1
523,a8wy07l6,6763a8ea-dce7-9213-acf7-2cc48003dad5,0,14,14,follow_up,Completion,2024-12-19 05:02:41.314878,1,,,0.0,59,männlich,Hamburg,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,523,,0.0,6763a8ea-dce7-9213-acf7-2cc48003dad5,optimistic,59,männlich,Hamburg,0,No,0,0,1,1,0,0,0,1,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, zwischen 2 und 5 Artikel/Beiträge",Yes,1,1,0,0,0,1,1,0,0,0,0,0,0,0,10,"Yes, I have become more active on these topics",0,0,1,1,1,0,SPD,SPD,SPD,34,0,1,0,0,0,0,0,0,balanced,70,20,10,0,0,0,5,1,1,7,1,0,0,0,0,1,1,0,0,0,0,0,30,,1,1
524,5036dcz6,6763b8d5-83bb-1d44-5620-185cfbf1f4ea,0,14,14,follow_up,Completion,2024-12-19 06:10:36.873292,1,,,0.0,59,weiblich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,524,,0.0,6763b8d5-83bb-1d44-5620-185cfbf1f4ea,pessimistic,59,weiblich,Nordrhein-Westfalen,0,Ja,0,1,1,1,0,1,1,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",Yes,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,"Yes, I will become more active on these topics in the near future",0,0,1,1,1,0,SPD,CDU/CSU,SPD,3,1,0,0,0,0,0,1,0,optimistic,30,15,55,0,0,0,2,2,1,3,1,0,1,0,0,1,0,0,0,0,0,0,120,TV,1,1
525,m6cy73z5,6763c635-175c-42ef-ec1e-300b8115937f,0,14,14,follow_up,Completion,2024-12-19 07:07:40.149016,1,,,0.0,63,männlich,Bayern,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,525,,0.0,6763c635-175c-42ef-ec1e-300b8115937f,neutral,63,männlich,Bayern,0,Ja,0,0,0,0,0,1,0,1,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Grünen,Andere Partei,Die Grünen,13,0,0,1,0,1,0,0,0,pessimistic,25,25,50,0,0,0,4,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,150,TV,1,1
526,uqrp2er1,6763cba8-8ced-56c2-90df-577042f5d21f,0,5,14,follow_up,PolicyPreferences,2024-12-19 07:30:58.061152,1,,,0.0,20,weiblich,Nordrhein-Westfalen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,526,,0.0,6763cba8-8ced-56c2-90df-577042f5d21f,optimistic,20,weiblich,Nordrhein-Westfalen,0,Ja,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
527,bj58xicb,6763cd45-e31a-fc9e-dfc8-84dfdfd2612e,0,14,14,follow_up,Completion,2024-12-19 07:37:47.513505,1,,,0.0,54,weiblich,Bayern,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,527,,0.0,6763cd45-e31a-fc9e-dfc8-84dfdfd2612e,pessimistic,54,weiblich,Bayern,0,No,1,0,1,0,0,1,1,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,Ich werde nicht wählen,CDU/CSU,CDU/CSU,21,0,0,0,0,0,0,0,1,optimistic,15,60,25,0,0,0,7,2,5,1,1,0,1,0,0,1,0,0,0,0,0,1,30,Tageszeitung Internet,1,1
528,p9lm97n7,6763ce5e-e4d9-a01c-743c-bc29bac583d0,0,14,14,follow_up,Completion,2024-12-19 07:42:28.376302,1,,,0.0,69,männlich,Nordrhein-Westfalen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,528,,0.0,6763ce5e-e4d9-a01c-743c-bc29bac583d0,neutral,69,männlich,Nordrhein-Westfalen,0,Ja,0,0,0,0,1,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,SPD,SPD,1,0,0,0,0,0,0,0,1,balanced,20,30,50,0,0,0,2,5,7,3,1,0,1,0,0,1,0,0,0,0,0,1,45,t-online,1,1
529,nb6xqjw6,6763d01f-202d-858b-740b-887c9bd1bd89,0,14,14,follow_up,Completion,2024-12-19 07:49:57.945116,1,,,0.0,19,weiblich,Hessen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,529,,0.0,6763d01f-202d-858b-740b-887c9bd1bd89,optimistic,19,weiblich,Hessen,0,Ja,1,0,0,1,0,0,0,0,1,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge","Yes, but only of one candidate",0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,SPD,SPD,85,0,0,0,1,0,0,0,1,pessimistic,,,,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,20,Instagram ,1,1
530,uiirdoos,6763db74-827b-04fb-2c97-bc23ec2cf789,0,14,14,follow_up,Completion,2024-12-19 08:38:51.587322,1,,,0.0,51,weiblich,Niedersachsen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,530,,0.0,6763db74-827b-04fb-2c97-bc23ec2cf789,pessimistic,51,weiblich,Niedersachsen,0,No,0,1,1,0,0,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No, I will not become more active on these topics",0,0,0,0,0,0,Ich werde nicht wählen,Andere Partei,Andere Partei,0,1,0,0,0,0,0,0,0,pessimistic,25,50,25,2,0,0,4,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,60,Tablet ,1,1
531,8bwgfkns,6763de7e-17b5-b05a-2edd-45ac26bc3df3,0,14,14,follow_up,Completion,2024-12-19 08:51:16.273733,1,,,0.0,56,männlich,Nordrhein-Westfalen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,531,,0.0,6763de7e-17b5-b05a-2edd-45ac26bc3df3,neutral,56,männlich,Nordrhein-Westfalen,0,Ja,0,0,0,0,0,1,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Grünen,Die Grünen,Die Grünen,6,0,1,0,0,0,0,0,0,pessimistic,0,0,100,0,0,0,3,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,60,TV,1,1
532,6diwlxac,6763e43e-f517-1181-d973-84515fb61df5,0,14,14,follow_up,Completion,2024-12-19 09:15:48.799149,1,,,0.0,40,weiblich,Bayern,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,532,,0.0,6763e43e-f517-1181-d973-84515fb61df5,optimistic,40,weiblich,Bayern,0,No,1,0,1,0,0,0,0,1,1,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No, I will not become more active on these topics",0,0,0,0,0,0,Ich werde nicht wählen,Andere Partei,Die Linke,72,0,0,0,0,0,0,0,1,pessimistic,10,10,80,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,60,Fernseher ,1,1
533,f1hiezix,6763e7d4-ce07-cb56-0c86-62785491d54f,0,14,14,follow_up,Completion,2024-12-19 09:31:07.224476,1,,,0.0,28,weiblich,Baden-Württemberg,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,533,,0.0,6763e7d4-ce07-cb56-0c86-62785491d54f,pessimistic,28,weiblich,Baden-Württemberg,0,No,0,0,1,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,FDP,AfD,AfD,94,0,0,0,0,0,0,0,1,balanced,,,,0,0,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,5,Handy,1,1
534,29pqgpzo,6763e7f3-6ad2-cb91-4f68-6edf258459b3,0,14,14,follow_up,Completion,2024-12-19 09:31:36.579574,1,,,0.0,44,weiblich,Hessen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,534,,0.0,6763e7f3-6ad2-cb91-4f68-6edf258459b3,neutral,44,weiblich,Hessen,0,Ja,0,0,1,1,0,1,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,SPD,11,0,0,0,0,0,0,0,1,balanced,10,30,60,0,0,0,4,1,2,6,1,0,1,0,0,0,0,0,0,0,0,0,20,Fernsehnachrichten,1,1
535,wg9c93nn,6763e7f0-ea8d-cdd5-09ba-4906683809a2,0,14,14,follow_up,Completion,2024-12-19 09:36:50.374363,1,,,0.0,53,männlich,Niedersachsen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,535,,0.0,6763e7f0-ea8d-cdd5-09ba-4906683809a2,optimistic,53,männlich,Niedersachsen,0,No,0,0,0,0,0,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Yes, I will become more active on these topics in the near future",0,0,0,1,0,0,SPD,SPD,SPD,0,0,0,0,0,0,0,0,1,balanced,40,30,30,2,1,0,5,3,2,4,1,0,0,0,0,1,0,1,0,0,0,1,20,R,1,1
536,i8eqbkrg,6763ebb9-5f67-4cfc-6ca1-1de80a053196,0,14,14,follow_up,Completion,2024-12-19 09:47:45.180995,1,,,0.0,45,weiblich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,536,,0.0,6763ebb9-5f67-4cfc-6ca1-1de80a053196,pessimistic,45,weiblich,Nordrhein-Westfalen,0,Ja,0,0,1,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,1,0,0,0,0,0,0,0,1,balanced,35,30,35,0,0,0,5,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,5,Radio,1,1
537,h41plzzh,6763ed3a-1f78-5787-5466-b2929c45db94,0,5,14,follow_up,PolicyPreferences,2024-12-19 09:54:24.734160,1,,,0.0,65,männlich,Schleswig-Holstein,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,537,,0.0,6763ed3a-1f78-5787-5466-b2929c45db94,neutral,65,männlich,Schleswig-Holstein,0,Ja,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
538,0ve203wk,6763f24c-2515-0f73-95dc-b38fb133ab46,0,14,14,follow_up,Completion,2024-12-19 10:15:46.399471,1,,,0.0,76,weiblich,Schleswig-Holstein,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,538,,0.0,6763f24c-2515-0f73-95dc-b38fb133ab46,optimistic,76,weiblich,Schleswig-Holstein,0,Ja,0,1,1,0,0,0,1,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,0,1,0,0,0,0,0,0,0,balanced,34,33,33,0,0,0,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,60,Zeitung ,1,1
539,ke3jduwn,6763fa4e-defe-577f-db9a-6c81d20886e9,0,14,14,follow_up,Completion,2024-12-19 10:50:40.714225,1,,,0.0,53,weiblich,Bayern,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,539,,0.0,6763fa4e-defe-577f-db9a-6c81d20886e9,pessimistic,53,weiblich,Bayern,0,No,0,0,0,0,0,0,0,0,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,Andere Partei,Andere Partei,Andere Partei,20,0,0,0,0,1,0,0,1,,,,,0,0,0,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,10,Tv,1,1
540,hq8igg79,6763facf-20f7-8125-6f62-2f5f05127bb4,0,14,14,follow_up,Completion,2024-12-19 10:52:05.570284,1,,,0.0,48,weiblich,Nordrhein-Westfalen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,540,,0.0,6763facf-20f7-8125-6f62-2f5f05127bb4,neutral,48,weiblich,Nordrhein-Westfalen,0,No,0,0,0,0,0,1,0,1,1,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,SPD,SPD,43,0,0,0,0,0,0,0,1,pessimistic,20,60,20,0,1,0,3,3,3,3,1,0,1,0,0,1,0,0,1,0,0,1,60,Tv,1,1
